"time","obs"
1982.85663812785,0.78
1982.85668759513,1.18
1982.85684931507,0.877
1982.85782914764,0.698
1982.85805365297,0.542
1982.85876331811,0.542
1982.86036910198,0.474
1982.86049277017,0.352
1982.86068302892,0.405
1982.86081050228,0.474
1982.86138318113,0.405
1982.86312975647,0.405
1982.86330098935,0.352
1982.86857115677,0.352
1982.8686434551,0.405
1982.86899923897,0.78
1982.86921232877,1.07
1982.86997526636,1.51
1982.87061263318,1.29
1982.87323439878,1.07
1982.87491628615,1.07
1982.87966133942,0.78
1982.87997716895,0.973
1982.88132990868,0.877
1982.88216324201,0.877
1982.88279870624,1.29
1982.88310121766,1.85
1982.88361872146,2.5
1982.88392694064,2.5
1982.88497526636,1.98
1982.88622336377,1.74
1982.88686453577,1.74
1982.88700913242,1.63
1982.89143835616,1.18
1982.89549467275,1.07
1982.89566780822,0.973
1982.89723173516,0.877
1982.89954718417,0.877
1982.9000913242,1.4
1982.90046423135,1.4
1982.90109208524,1.18
1982.9021499239,1.07
1982.90566780822,0.973
1982.90579718417,1.07
1982.90596270928,1.07
1982.90614916286,1.51
1982.90639269406,2.37
1982.90690829528,2.37
1982.90721841705,2.81
1982.90749238965,2.81
1982.90809550989,2.97
1982.90859589041,3.28
1982.90896118721,3.28
1982.911097793,2.97
1982.911402207,3.28
1982.91221461187,3.28
1982.91320205479,2.97
1982.91625570776,2.66
1982.91776826484,2.66
1982.91894406393,2.5
1982.92005136986,2.5
1982.9214326484,2.37
1982.92157914764,2.24
1982.92270928463,2.24
1982.92312024353,2.11
1982.92965372907,1.63
1982.93241818874,1.51
1982.93253424658,1.63
1982.93266552511,1.98
1982.93289764079,3.28
1982.93301750381,4.07
1982.93322869102,4.56
1982.93334474886,5.08
1982.93340753425,5.93
1982.93357115677,6.27
1982.93456811263,5.76
1982.93484969559,6.46
1982.93503234399,7.87
1982.93513127854,8.07
1982.9352130898,7.66
1982.93531392694,7.87
1982.93568873668,7.26
1982.93603120244,7.05
1982.93665334855,7.26
1982.93792237443,5.93
1982.9385216895,5.76
1982.93890030441,6.85
1982.93906202435,6.85
1982.93965943683,5.93
1982.94013888889,5.93
1982.94252283105,4.74
1982.94401065449,4.07
1982.94424277017,4.91
1982.94433789954,4.91
1982.94493150685,4.24
1982.94542427702,3.91
1982.94665334855,3.91
1982.94712138508,4.22
1982.94736681887,3.91
1982.94863964992,3.6
1982.94948439878,4.07
1982.94997907154,3.75
1982.95252853881,3.44
1982.95472222222,2.97
1982.95546993912,2.97
1982.95619101979,2.66
1982.95693302892,2.5
1982.95721841705,2.66
1982.95762937595,3.44
1982.95816019787,6.44
1982.95832001522,6.44
1982.9584760274,5.76
1982.95873858447,5.25
1982.95967275495,4.39
1982.96003805175,4.24
1982.96047564688,4.56
1982.96083523592,4.22
1982.96107876712,4.22
1982.96227549467,3.75
1982.963445586,4.56
1982.96377473364,5.93
1982.96391171994,5.93
1982.96484018265,5.08
1982.96555745814,4.56
1982.96661719939,4.24
1982.96813356164,3.6
1982.97021879756,3.28
1982.97077625571,3.75
1982.97310121766,3.6
1982.97379946728,3.28
1982.98363013699,1.85
1982.98945015221,1.63
1982.98955479452,1.4
1982.99313546423,1.4
1982.99968797565,1.07
1983.00214611872,0.973
1983.01364535769,0.877
1983.01411719939,0.973
1983.01425418569,1.07
1983.01457762557,1.07
1983.01482115677,1.18
1983.01518455099,2.11
1983.01542427702,2.11
1983.01569254186,1.98
1983.01592846271,1.98
1983.01706811263,1.63
1983.01730593607,1.63
1983.01746765601,1.51
1983.0177739726,1.51
1983.0187956621,1.4
1983.02058219178,1.4
1983.02168949772,1.29
1983.02323820396,1.29
1983.02343417047,1.4
1983.02443112633,1.4
1983.02596270928,1.29
1983.02989726027,1.18
1983.03016933029,1.07
1983.03108066971,1.07
1983.0314174277,1.18
1983.03808599696,0.973
1983.03842085236,1.18
1983.040793379,1.18
1983.04119101979,2.5
1983.0414783105,3.75
1983.04162671233,3.75
1983.04183789954,3.28
1983.04254756469,2.81
1983.04289003044,3.28
1983.04330289193,3.44
1983.04410578387,5.42
1983.04510083714,5.42
1983.04600266362,4.74
1983.04737252664,4.24
1983.0483390411,3.75
1983.05526826484,2.37
1983.05906202435,1.85
1983.06002092846,1.85
1983.06044330289,1.74
1983.06166476408,1.74
1983.06178462709,1.63
1983.06284056317,1.63
1983.07090943683,1.29
1983.07155251142,1.18
1983.07206811263,1.18
1983.07453957382,1.07
1983.0746651446,1.18
1983.07595319635,1.07
1983.07680365297,1.07
1983.07700913242,0.973
1983.07719939117,0.973
1983.077347793,1.07
1983.07899543379,1.07
1983.07940258752,0.973
1983.08057648402,0.973
1983.08095319635,1.29
1983.08167047184,1.29
1983.08191780822,1.18
1983.08224885845,1.18
1983.08252853881,1.29
1983.0833542618,1.4
1983.0835369102,1.51
1983.08371194825,1.98
1983.08387557078,2.11
1983.08406392694,1.85
1983.08433409437,1.85
1983.08460806697,1.98
1983.08584474886,1.63
1983.08632420091,1.63
1983.08703006088,1.51
1983.08730403349,1.63
1983.0889630898,1.51
1983.08980403349,1.51
1983.0901369863,1.98
1983.0903652968,1.98
1983.09150304414,1.63
1983.09305745814,1.51
1983.09472412481,1.51
1983.09489155251,1.63
1983.09622336377,1.74
1983.09701864536,1.63
1983.10007039574,1.51
1983.10057077626,1.85
1983.10068112633,1.98
1983.1008085997,2.5
1983.10102929985,3.6
1983.10165144597,3.6
1983.10193302892,4.22
1983.10213280061,4.22
1983.10234969559,3.91
1983.1029718417,3.6
1983.10366438356,4.07
1983.10401826484,4.07
1983.10514459665,3.6
1983.10591324201,3.6
1983.11233828006,2.11
1983.1147108067,1.98
1983.11489535769,1.85
1983.11713850837,1.85
1983.1174543379,1.74
1983.12372526636,1.51
1983.12404490107,1.29
1983.12649543379,1.29
1983.126706621,1.18
1983.12943112633,1.18
1983.13122907154,1.07
1983.13142694064,0.973
1983.13190639269,0.973
1983.13213280061,1.07
1983.13402968037,1.07
1983.13422564688,0.877
1983.134695586,0.877
1983.13482876712,0.973
1983.13687214612,0.973
1983.13703386606,0.877
1983.13829147641,0.973
1983.13852739726,0.877
1983.13911719939,0.877
1983.14505707763,0.973
1983.1452587519,0.78
1983.14649162861,0.877
1983.14779870624,0.877
1983.14792237443,0.78
1983.14828957382,0.78
1983.1485369102,0.877
1983.15213280061,0.877
1983.15293378995,1.07
1983.15418188737,1.07
1983.15529490107,1.4
1983.15687214612,1.29
1983.15726598174,2.5
1983.15750380518,3.44
1983.15779870624,2.97
1983.15824771689,3.13
1983.15855593607,2.97
1983.15975456621,2.66
1983.16019406393,3.44
1983.16116248097,3.28
1983.16195585997,3.13
1983.16261035008,3.91
1983.16271689498,4.39
1983.16302701674,4.74
1983.16365106545,4.07
1983.16451674277,3.75
1983.16659056317,4.22
1983.16706430746,3.91
1983.16815449011,3.6
1983.16988584475,3.28
1983.16998858447,3.13
1983.17055745814,3.13
1983.17106544901,2.97
1983.17157724505,2.97
1983.17367579909,2.5
1983.17517503805,2.5
1983.17527207002,2.24
1983.17621004566,2.24
1983.17835806697,1.98
1983.18504375951,1.51
1983.18592275495,1.63
1983.18610350076,1.51
1983.18814497717,1.51
1983.18841894977,1.4
1983.19055175038,1.4
1983.19075722983,1.29
1983.19092846271,1.29
1983.19104261796,1.4
1983.19322678843,1.29
1983.19417427702,1.18
1983.19905631659,1.18
1983.19925989346,1.07
1983.20046803653,1.07
1983.20088660578,1.4
1983.20124048706,1.18
1983.2027739726,1.18
1983.20296042618,1.07
1983.2036282344,1.29
1983.20387557078,1.29
1983.20413622527,1.63
1983.20464041096,1.63
1983.20508942161,2.66
1983.20539954338,2.81
1983.20564307458,3.13
1983.20585996956,3.13
1983.20622336377,3.75
1983.20695776256,3.75
1983.20747526636,3.28
1983.21013318113,2.5
1983.21350266362,2.11
1983.21967275495,1.63
1983.22198630137,1.51
1983.22215753425,1.4
1983.2232629376,1.51
1983.22458523592,1.51
1983.22473363775,1.4
1983.22511225266,1.4
1983.22526445967,1.51
1983.22755517504,1.51
1983.22769216134,1.29
1983.22794710807,1.4
1983.23061834094,1.4
1983.2310369102,1.51
1983.23195776256,1.51
1983.23251902588,1.63
1983.23336567732,1.4
1983.2336130137,1.63
1983.23386796043,2.11
1983.23408105023,2.11
1983.23440258752,1.85
1983.23488203957,1.85
1983.23757420091,1.63
1983.23805365297,2.11
1983.23861491629,2.11
1983.23947298326,1.85
1983.24122716895,1.85
1983.24144596651,1.74
1983.24233066971,1.85
1983.24250380517,1.74
1983.24328957382,1.74
1983.24414954338,1.63
1983.24616248097,1.63
1983.25044520548,1.4
1983.25071917808,1.63
1983.25209855403,1.4
1983.25397640791,1.63
1983.2564326484,1.63
1983.25670091324,1.85
1983.25774733638,1.74
1983.25967085236,1.74
1983.26005898021,2.24
1983.26114916286,2.24
1983.26137366819,2.37
1983.26158295282,2.37
1983.26211757991,2.66
1983.26278729072,2.5
1983.26310121766,2.97
1983.26391933029,2.97
1983.26425989346,3.75
1983.26457191781,5.42
1983.26473934551,5.42
1983.26560502283,4.39
1983.26583523592,4.56
1983.26672564688,4.07
1983.26844368341,3.91
1983.2689478691,3.75
1983.26936073059,3.91
1983.27122336377,3.28
1983.27139079148,3.6
1983.27165144597,3.6
1983.27215182648,3.28
1983.27307648402,3.28
1983.27368150685,2.97
1983.27548896499,2.81
1983.27609589041,2.5
1983.27727549467,2.5
1983.27746575342,2.37
1983.27817922374,2.37
1983.27851407915,2.81
1983.27918188737,2.37
1983.27996004566,2.24
1983.28074200913,2.81
1983.28110540335,2.81
1983.28156012177,2.66
1983.28203006088,2.66
1983.28287100457,2.37
1983.2841914003,2.24
1983.28536149163,1.98
1983.28552701674,2.11
1983.28779299848,1.85
1983.28793378995,1.74
1983.28816971081,1.74
1983.28825342466,1.85
1983.28913622527,1.85
1983.29036339422,1.74
1983.29058028919,1.63
1983.29190829528,1.63
1983.29272260274,1.51
1983.29807077626,1.4
1983.29826674277,1.29
1983.29875761035,1.4
1983.29890601218,1.29
1983.29902016743,1.29
1983.29916286149,1.63
1983.29974885845,1.85
1983.30000951294,2.5
1983.30018074581,3.28
1983.30033675799,6.1
1983.30043759513,6.64
1983.30075342466,5.25
1983.3009912481,6.1
1983.30130517504,5.08
1983.30191210046,4.22
1983.30266933029,3.75
1983.30284056317,3.91
1983.30310312024,3.6
1983.30472031963,3.13
1983.30486491629,3.44
1983.30496385084,4.24
1983.30517503805,7.87
1983.30558789954,8.28
1983.30573249619,7.26
1983.30589421613,7.26
1983.30609969559,6.27
1983.30644216134,5.93
1983.30824581431,4.74
1983.309543379,4.07
1983.3097108067,4.22
1983.31015030441,4.22
1983.31036149163,3.91
1983.31357115677,2.81
1983.31388318113,2.81
1983.31409817352,2.97
1983.31442161339,2.81
1983.31474695586,4.22
1983.31492770167,4.24
1983.31506468798,4.74
1983.31520547945,4.91
1983.31530821918,5.59
1983.31544520548,5.59
1983.31567541857,5.08
1983.31583713851,5.59
1983.3160064688,7.05
1983.31633371385,5.93
1983.31937785388,5.93
1983.31964802131,7.26
1983.319847793,7.26
1983.31997716895,8.69
1983.32016933029,9.33
1983.32048325723,7.26
1983.32091704718,7.05
1983.32182648402,6.27
1983.32254756469,5.59
1983.32345700152,5.42
1983.32399162862,4.91
1983.32464611872,4.91
1983.32536719939,4.24
1983.32561834094,4.74
1983.32577625571,4.74
1983.32611111111,4.22
1983.32642313546,4.22
1983.32693683409,3.91
1983.33185121766,2.81
1983.33210806697,3.13
1983.3323934551,4.74
1983.33264649924,4.07
1983.33304223744,3.6
1983.33337519026,3.75
1983.33371385084,3.44
1983.33548135464,2.97
1983.3382629376,2.81
1983.34068302892,2.37
1983.34136035008,2.37
1983.34205098935,2.11
1983.344054414,2.11
1983.34499048706,1.85
1983.34717465753,1.85
1983.34727929985,1.63
1983.347804414,1.74
1983.34860730594,1.74
1983.34885083714,1.98
1983.34929794521,2.11
1983.3496651446,1.85
1983.35005327245,1.85
1983.35035578387,1.74
1983.35391171994,1.51
1983.35410958904,1.74
1983.35435502283,1.74
1983.35569444444,1.51
1983.3563413242,1.51
1983.35672754947,1.74
1983.3574238965,1.51
1983.3582629376,1.51
1983.35891362253,1.4
1983.36077245053,1.4
1983.36106544901,1.29
1983.3616457382,1.29
1983.36232305936,1.18
1983.36244292237,1.29
1983.36331050228,1.29
1983.36371385084,1.18
1983.36381849315,1.4
1983.36395547945,1.51
1983.36404490107,1.85
1983.36422374429,2.24
1983.36437785388,2.37
1983.36461567732,2.24
1983.36487062405,2.97
1983.36503995434,3.13
1983.3652435312,3.13
1983.36559360731,3.91
1983.36576864536,5.42
1983.36597792998,5.93
1983.36615487062,5.93
1983.36675038052,5.08
1983.36694063927,5.76
1983.36720129376,5.93
1983.36797945205,5.25
1983.36842846271,5.76
1983.36887937595,5.25
1983.37155251142,4.22
1983.37216894977,3.91
1983.37273972603,3.91
1983.37287290715,4.24
1983.37296042618,4.74
1983.37311453577,5.25
1983.37333523592,5.25
1983.37439878234,4.24
1983.37486111111,3.91
1983.37555555556,3.91
1983.37583713851,5.76
1983.37594368341,8.5
1983.37597983257,9.55
1983.37608066971,9.97
1983.37613964992,12.1
1983.3762956621,12.3
1983.37643835616,12.6
1983.37646499239,13.1
1983.37670852359,15.5
1983.37688165906,13.9
1983.3771803653,19.5
1983.37758561644,12.6
1983.37766933029,11
1983.37927511416,8.5
1983.37970129376,7.87
1983.37999429224,7.87
1983.38066210046,6.64
1983.38166666667,6.1
1983.38302891933,4.91
1983.38683789954,3.75
1983.38703006088,4.24
1983.38733447489,6.46
1983.38755517504,8.91
1983.38771689498,8.5
1983.38800228311,6.44
1983.38884512938,5.25
1983.39012557078,4.91
1983.39095319635,4.39
1983.39236491629,4.24
1983.39563546423,3.6
1983.39594368341,3.6
1983.39639269406,4.07
1983.39663432268,4.22
1983.39709474886,4.07
1983.3974695586,4.56
1983.39804794521,5.76
1983.39840943683,5.25
1983.39952245053,4.56
1983.40035578387,4.56
1983.40265981735,3.91
1983.41035197869,2.37
1983.41259893455,2.24
1983.41336377473,1.98
1983.41520738204,1.98
1983.41696917808,1.74
1983.41710235921,1.85
1983.41858066971,1.85
1983.41876902588,1.74
1983.41904490107,1.74
1983.41928082192,1.98
1983.41951484018,1.98
1983.41988394216,1.85
1983.42132420091,1.63
1983.42149543379,1.51
1983.4233390411,1.51
1983.42375761035,1.4
1983.42408675799,1.4
1983.42418569254,1.29
1983.42528729072,1.29
1983.42548325723,1.4
1983.42602929985,1.4
1983.4261738965,1.29
1983.42685882801,1.18
1983.42977929985,1.18
1983.42998287671,1.07
1983.43179033486,1.07
1983.43199961948,0.973
1983.43449581431,0.973
1983.43502092846,0.877
1983.43742579909,0.877
1983.43793569254,0.78
1983.43883371385,0.78
1983.43897070015,0.877
1983.43999048706,0.877
1983.44071347032,0.698
1983.44151445967,0.698
1983.4416761796,0.78
1983.4426217656,0.78
1983.44332572298,0.698
1983.44422945205,0.698
1983.44435502283,0.78
1983.4451217656,0.78
1983.44530060883,0.698
1983.44810121766,0.698
1983.44868340944,0.615
1983.44962328767,0.615
1983.44973363775,0.698
1983.45094178082,0.698
1983.45140981735,0.615
1983.45336567732,0.615
1983.45393645358,0.542
1983.45515601218,0.542
1983.45535578387,0.615
1983.45647070015,0.615
1983.45700532725,0.542
1983.45792427702,0.542
1983.45812975647,0.615
1983.45908105023,0.615
1983.45987252664,0.474
1983.46063546423,0.474
1983.46081621005,0.542
1983.46239726027,0.542
1983.46261605784,0.474
1983.46352549467,0.474
1983.46372526636,0.542
1983.46467085236,0.542
1983.46526826484,0.474
1983.47178843227,0.405
1983.47264649924,0.474
1983.47298896499,0.542
1983.48359398782,0.405
1983.48450532725,0.352
1983.48713850837,0.405
1983.48722983257,0.698
1983.48732496195,0.78
1983.48744292237,0.973
1983.48780251142,0.698
1983.48847222222,0.542
1983.48894216134,0.474
1983.48962138508,0.474
1983.49007800609,0.405
1983.49096270928,0.405
1983.49109969559,0.542
1983.49170281583,0.474
1983.49249809741,0.474
1983.49269406393,0.352
1983.49778729072,0.352
1983.49818873668,0.299
1983.49903538813,0.299
1983.49919901065,0.352
1983.50070585997,0.352
1983.50083523592,0.299
1983.50180936073,0.299
1983.50198249619,0.352
1983.50271879756,0.352
1983.5028348554,0.299
1983.50738203957,0.246
1983.50754756469,0.299
1983.50801560122,0.299
1983.50811073059,0.352
1983.50895167428,0.352
1983.50962328767,0.299
1983.5099543379,0.246
1983.51008371385,0.299
1983.51152777778,0.299
1983.51403538813,0.352
1983.5140391933,0.405
1983.51406582953,0.78
1983.51409817352,1.4
1983.5141305175,2.11
1983.5142370624,1.4
1983.51430936073,0.973
1983.51433980213,1.4
1983.51440829528,2.5
1983.51448439878,4.07
1983.51467656012,2.5
1983.51475266362,1.98
1983.51489155251,1.51
1983.51502663623,1.29
1983.51550038052,0.973
1983.51619101979,0.78
1983.51774162861,0.542
1983.51953576865,0.474
1983.52080098935,0.352
1983.52125570776,0.352
1983.52140410959,0.405
1983.52190068493,0.405
1983.52210806697,0.352
1983.52593417047,0.299
1983.53105974125,0.299
1983.53107496195,0.246
1983.53110920852,0.169
1983.53112442922,0.148
1983.53120243531,0.169
1983.5312804414,0.208
1983.53204908676,0.246
1983.53214611872,0.405
1983.53223173516,0.299
1983.53318493151,0.299
1983.53345319635,0.246
1983.53372716895,0.246
1983.53380327245,0.169
1983.53383942161,0.148
1983.53392313546,0.169
1983.53400494673,0.208
1983.53483447489,0.208
1983.53573249619,0.246
1983.53772450533,0.246
1983.537804414,0.405
1983.53917998478,0.246
1983.53926750381,0.169
1983.53931126332,0.148
1983.53938165906,0.169
1983.53945395738,0.208
1983.5402891933,0.208
1983.54032914764,0.246
1983.5404109589,0.352
1983.54054223744,0.246
1983.54112442922,0.246
1983.54121004566,0.169
1983.54137747336,0.208
1983.54561834094,0.208
1983.54565258752,0.246
1983.54572298326,0.352
1983.54590372907,0.246
1983.54671613394,0.246
1983.54742009132,0.169
1983.5475304414,0.127
1983.54768455099,0.169
1983.5483542618,0.169
1983.54852549467,0.208
1983.56880136986,0.208
1983.5710673516,0.169
1983.5748021309,0.169
1983.57988394216,0.148
1983.60821347032,0.148
1983.60831430746,0.127
1983.6086738965,0.148
1983.60876141553,0.169
1983.60894977169,0.169
1983.61107876712,0.148
1983.61113203957,0.127
1983.61118531202,0.114
1983.61122716895,0.127
1983.61127092846,0.148
1983.61137747336,0.148
1983.61142503805,0.169
1983.61147260274,0.208
1983.61186834094,0.169
1983.61226407915,0.148
1983.62359589041,0.148
1983.62411149163,0.127
1983.62424467275,0.088
1983.62433028919,0.114
1983.62540144597,0.127
1983.62556316591,0.148
1983.62712709285,0.148
1983.62722412481,0.169
1983.6274847793,0.148
1983.62750380517,0.169
1983.62754375951,0.246
1983.62760464231,0.405
1983.62792237443,0.352
1983.62863964992,0.246
1983.62941971081,0.169
1983.62984018265,0.148
1983.63029490107,0.169
1983.63043949772,0.127
1983.63092275495,0.169
1983.63239916286,0.148
1983.63300989346,0.148
1983.63314687976,0.127
1983.63335806697,0.127
1983.63352739726,0.169
1983.63623668189,0.127
1983.63647640791,0.148
1983.63772450533,0.127
1983.6382477169,0.148
1983.6441609589,0.148
1983.64426940639,0.169
1983.64439878234,0.148
1983.64464231355,0.148
1983.64465753425,0.169
1983.64468797565,0.246
1983.64474885845,0.474
1983.64487633181,0.474
1983.64492009132,0.405
1983.64500951294,0.299
1983.6453805175,0.352
1983.64563926941,0.299
1983.64589802131,0.299
1983.64610920852,0.246
1983.64632229833,0.208
1983.64633942161,0.246
1983.64639269406,0.405
1983.64648021309,0.78
1983.64655060883,1.18
1983.64670852359,1.29
1983.64684170472,1.07
1983.64719368341,0.542
1983.64724315068,0.352
1983.64729071537,0.405
1983.64738584475,0.542
1983.64777207002,0.405
1983.64943683409,0.299
1983.64948249619,0.246
1983.6495281583,0.208
1983.64972031963,0.246
1983.64979832572,0.405
1983.64992579909,0.246
1983.65075722983,0.299
1983.65205479452,0.246
1983.6521651446,0.169
1983.65222031963,0.148
1983.65233066971,0.169
1983.65242009132,0.246
1983.65251141553,0.352
1983.65266552511,0.246
1983.65340182648,0.246
1983.65441590563,0.208
1983.65464231355,0.169
1983.65473363775,0.127
1983.65484018265,0.169
1983.65533105023,0.148
1983.65535768645,0.169
1983.65543759513,0.299
1983.65551940639,0.246
1983.65560121766,0.208
1983.6561738965,0.169
1983.65629756469,0.127
1983.6565696347,0.169
1983.65917998478,0.169
1983.65936263318,0.208
1983.66082572298,0.208
1983.66087709285,0.246
1983.66097983257,0.352
1983.66113964992,0.246
1983.66175038052,0.246
1983.66308219178,0.208
1983.66312595129,0.169
1983.66321347032,0.127
1983.66340943683,0.169
1983.66349505327,0.299
1983.66360730594,0.246
1983.6637195586,0.208
1983.66401255708,0.208
1983.66426179604,0.169
1983.66785578387,0.169
1983.66808409437,0.148
1983.66809170472,0.169
1983.66810882801,0.246
1983.66813546423,0.405
1983.66817732116,0.78
1983.66818493151,0.877
1983.66823630137,0.615
1983.66827054795,0.474
1983.66832191781,0.78
1983.66842846271,0.698
1983.66854071537,0.78
1983.66865106545,0.78
1983.66909817352,0.542
1983.66955289193,0.405
1983.6698021309,0.405
1983.66997146119,0.352
1983.67011605784,0.352
1983.67016362253,0.405
1983.67030060883,0.615
1983.67040144597,0.615
1983.67044901065,1.07
1983.67052511416,1.98
1983.67081811263,1.85
1983.67117199391,1.29
1983.67152016743,0.973
1983.67270167428,0.615
1983.67358828006,0.405
1983.6739935312,0.405
1983.6741000761,0.299
1983.6747108067,0.299
1983.67483828006,0.352
1983.67540715373,0.352
1983.67552701674,0.246
1983.67613013699,0.299
1983.67628995434,0.246
1983.68084855403,0.246
1983.68150684931,0.169
1983.6834912481,0.169
1983.68363964992,0.208
1983.68390601218,0.246
1983.68501331811,0.208
1983.68513888889,0.169
1983.68550608828,0.169
1983.68567541857,0.208
1983.68664764079,0.208
1983.68735540335,0.169
1983.69019596651,0.169
1983.69037100457,0.148
1983.69093607306,0.148
1983.69107115677,0.169
1983.69165144597,0.208
1983.69298325723,0.208
1983.69326674277,0.169
1983.69443112633,0.169
1983.69445966514,0.246
1983.69449961948,0.405
1983.69456621005,0.78
1983.69459284627,0.973
1983.69488964992,1.51
1983.69503805175,1.51
1983.69555555556,0.877
1983.69637366819,0.615
1983.6966457382,0.542
1983.69691400304,0.542
1983.69709474886,0.474
1983.69823439878,0.474
1983.69854452055,0.405
1983.69997907154,0.352
1983.70065639269,0.474
1983.70272260274,0.352
1983.70428652968,0.352
1983.70435312024,0.246
1983.70438546423,0.208
1983.70470129376,0.246
1983.70473363775,0.474
1983.70479071537,0.405
1983.70490296804,0.299
1983.70618531202,0.299
1983.70699961948,0.246
1983.70712709285,0.208
1983.70734969559,0.208
1983.70743531202,0.299
1983.70787671233,0.246
1983.70907914764,0.246
1983.70922374429,0.352
1983.70974695586,0.299
1983.7100913242,0.352
1983.71011415525,0.405
1983.71015981735,0.542
1983.71030060883,0.405
1983.711402207,0.405
1983.71158295282,0.474
1983.71191210046,0.474
1983.71256849315,0.405
1983.71322869102,0.542
1983.71345129376,0.78
1983.71374619483,1.18
1983.7139630898,1.29
1983.71426560122,0.973
1983.71455479452,0.973
1983.71556887367,0.78
1983.71671993912,0.615
1983.71690258752,0.542
1983.71820205479,0.474
1983.71924847793,0.474
1983.71965753425,0.405
1983.72056316591,0.405
1983.72072488584,0.246
1983.72094368341,0.299
1983.72102359209,0.474
1983.72116248097,0.352
1983.72503424658,0.352
1983.73251712329,0.246
1983.73393645358,0.208
1983.74137937595,0.208
1983.74149543379,0.169
1983.74176369863,0.208
1983.74310502283,0.169
1983.74314497717,0.246
1983.74318302892,0.352
1983.74345890411,0.246
1983.74359589041,0.208
1983.74540715373,0.208
1983.74547945206,0.169
1983.74568873668,0.169
1983.74579147641,0.246
1983.74605403349,0.208
1983.74752283105,0.208
1983.74843797565,0.169
1983.74852739726,0.208
1983.75142694064,0.169
1983.75155251142,0.208
1983.75207762557,0.208
1983.7522108067,0.169
1983.7551826484,0.169
1983.75521118721,0.246
1983.75525304414,0.405
1983.75528158295,0.542
1983.75535388128,0.405
1983.75546232877,0.246
1983.75576103501,0.208
1983.75582001522,0.169
1983.75588089802,0.148
1983.75652777778,0.148
1983.75666666667,0.169
1983.75901255708,0.169
1983.75922945205,0.148
1983.75942922374,0.169
1983.76153538813,0.169
1983.76171613394,0.148
1983.7620585997,0.148
1983.7622564688,0.169
1983.76389269406,0.169
1983.76409817352,0.148
1983.76528348554,0.148
1983.76598554033,0.169
1983.76863203957,0.169
1983.76880517504,0.299
1983.76892694064,0.246
1983.76905060883,0.208
1983.76947108067,0.148
1983.77124619482,0.169
1983.77814117199,0.169
1983.77835235921,0.148
1983.77851598174,0.148
1983.77861111111,0.169
1983.77870624049,0.208
1983.77906202435,0.169
1983.77926750381,0.169
1983.78135844749,0.148
1983.7814174277,0.169
1983.7814783105,0.208
1983.78275684932,0.169
1983.78403538813,0.148
1983.78416286149,0.169
1983.78674086758,0.148
1983.78675228311,0.169
1983.78678272451,0.299
1983.78692161339,0.246
1983.78730593607,0.208
1983.78868721461,0.208
1983.78871385084,0.246
1983.78876902588,0.352
1983.7888108828,0.405
1983.7892218417,1.07
1983.78932838661,1.07
1983.78965943683,0.78
1983.79032724505,0.542
1983.79127092846,0.352
1983.79163242009,0.352
1983.79366438356,0.299
1983.79382990868,0.405
1983.7970738204,0.299
1983.79816590563,0.299
1983.79840372907,0.246
1983.7985064688,0.352
1983.79890791476,0.246
1983.79991057839,0.246
1983.80003995434,0.208
1983.80034246575,0.208
1983.80036910198,0.246
1983.80045091324,0.405
1983.80063165906,0.246
1983.80225456621,0.246
1983.80307648402,0.208
1983.80313736682,0.246
1983.80325913242,0.352
1983.80343987823,0.246
1983.80408866058,0.246
1983.8049086758,0.208
1983.80559550989,0.208
1983.80564687976,0.169
1983.80569824962,0.148
1983.80584474886,0.169
1983.80590943683,0.299
1983.80599885845,0.246
1983.80609018265,0.208
1983.80749238965,0.208
1983.80768645358,0.169
1983.81417998478,0.169
1983.81429984779,0.299
1983.81437785388,0.246
1983.81445395738,0.208
1983.81655251142,0.208
1983.81660578387,0.169
1983.81665905632,0.148
1983.81679033486,0.148
1983.81682458143,0.169
1983.81692161339,0.299
1983.81697108067,0.246
1983.81706811263,0.169
1983.81799086758,0.169
1983.81933409437,0.208
1983.81940068493,0.169
1983.81946727549,0.148
1983.81976027397,0.148
1983.81980783866,0.169
1983.81990106545,0.246
1983.82000951294,0.208
1983.822043379,0.208
1983.82213280061,0.169
1983.82222412481,0.148
1983.82237442922,0.148
1983.8224391172,0.169
1983.82250380518,0.208
1983.82401065449,0.148
1983.82515981735,0.148
1983.82522640791,0.169
1983.82529299848,0.208
1983.82561263318,0.169
1983.82593417047,0.148
1983.82614916286,0.148
1983.82730783866,0.169
1983.82744482496,0.127
1983.82758751903,0.148
1983.82809741248,0.148
1983.82812785388,0.169
1983.82818873668,0.246
1983.82834474886,0.169
1983.82881278539,0.208
1983.82903729072,0.208
1983.82963280061,0.299
1983.82996575342,0.474
1983.83028729072,0.474
1983.8303957382,0.542
1983.83064307458,0.542
1983.83237252664,0.405
1983.83417237443,0.299
1983.8348782344,0.299
1983.83496004566,0.246
1983.83503995434,0.208
1983.84030821918,0.246
1983.84054414003,0.208
1983.8411738965,0.208
1983.8413108828,0.169
1983.84167047184,0.246
1983.84789954338,0.246
1983.84824200913,0.208
1983.86171613394,0.208
1983.86346841705,0.169
1983.86631659056,0.169
1983.86651065449,0.208
1983.8672260274,0.208
1983.86741057839,0.169
1983.87068493151,0.169
1983.87089421613,0.208
1983.8748021309,0.208
1983.87496575342,0.169
1983.87557648402,0.169
1983.88468987823,0.208
1983.88490106545,0.169
